source,target,relation,confidence
南海县,南社,属于时期,0.8
佛山镇,神安,属于时期,0.85
佛山镇,三江,属于时期,0.85
东风公社,丹灶,同族,0.8
红旗公社,丹灶,同族,0.8
红星公社,丹灶,同族,0.8
红峰公社,丹灶,同族,0.8
小塘,丹灶,同族,0.8
官窑,丹灶,同族,0.8
和顺,丹灶,同族,0.8
石湾,九江,属于时期,0.9
张槎,九江,属于时期,0.9
澜石,九江,属于时期,0.9
沙头,九江,属于时期,0.9
西樵,九江,属于时期,0.9
丹灶,九江,属于时期,0.9
南庄,九江,属于时期,0.9
南海学宫,学宫街,承载文化,0.85
南海学宫,广州府志,记载于,0.85
朱九汇,朱九江先生祠,关联人物,0.9
朱九江先生祠,里水镇,承载文化,0.8
石门村,里水镇,属于时期,0.85
石门山,石门村,位于,0.9
何启,何鸿铎,同族,0.85
何启,启德机场,创建修建,0.9
何启,香港西医书院,活动于,0.9
何启,兴中会,活动于,0.85
何启,兴中会,同族,0.75
何启,西樵镇南沙村,出生于,0.95
何福堂,西樵山,活动于,0.9
何福堂,西樵山,属于时期,0.8
何启,皇仁书院,活动于,0.95
何启,香港中央英文书院,活动于,0.9
何启,鸭巴甸大学,活动于,0.9
何启,雅丽氏医院,著有,0.85
何启,雅丽氏医院,活动于,0.8
何启,香港大学,关联人物,0.9
何启,香港西医书院,关联人物,0.9
何启,香港大学,创建修建,0.9
何启,敦华医院,活动于,0.9
香港西医书院,光绪十三年,属于时期,0.8
何启,胡礼垣,关联人物,0.95
何启,胡礼垣,同族,0.85
何启,香港,活动于,0.9
何启,兴中会,关联人物,0.85
何启,李鸿章,关联人物,0.85
何启,香港中央书院,活动于,0.85
简照南,简玉阶,关联人物,0.85
简玉阶,简照南,关联人物,0.85
《红楼梦》,《西游记》,同类,0.8
戴鸿慈,江浦戴氏族谱,记载于,0.9
光绪二十年,平壤,发生于,0.9
鸿慈,光绪三十四年,活动于,0.9
鸿慈,宣统,关联人物,0.85
戴鸿慈,九江镇,关联人物,0.85
康有为,戊戌,属于时期,0.9
南海县志,戴鸿慈,记载于,0.9
戴联珠,戴鸿慈,同族,0.9
戴鸿慈,端方,同类,0.9
戴鸿慈,孙中山,同类,0.85
梁士治,康有为,同族,0.9
梁士治,梁启超,同族,0.9
杨度,康有为,同族,0.75
端方,康有为,关联人物,0.8
载泽,《时报》,记载于,0.9
戴鸿慈,《时报》,记载于,0.9
徐世昌,《时报》,记载于,0.9
载泽,《东方杂志》,记载于,0.9
徐世昌,《东方杂志》,记载于,0.9
载泽,《民报》,记载于,0.85
戊戌变法,慈禧太后,发生于,0.85
戴鸿慈,光绪三十二年,活动于,0.85
立宪,辛亥革命,发生于,0.9
五大臣,辛亥革命,发生于,0.85
戴鸿慈,武昌起义,发生于,0.9
简照南,简玉阶,同族,0.9
简照南,黎涌,属于时期,0.9
简玉阶,简照南,同族,0.9
简玉阶,黎涌,属于时期,0.9
南洋兄弟烟草公司,武昌起义,发生于,0.85
南洋兄弟烟草公司,黎涌,盛产,0.8
简玉阶,黎涌,出生于,0.9
简照南,黎涌,出生于,0.9
张之润,盛宣怀,同族,0.9
简照南,简英甫,同族,0.9
简英甫,陈廉伯,关联人物,0.85
简氏兄弟,南洋兄弟烟草公司,创建修建,0.9
简氏兄弟,南洋兄弟烟草公司,著有,0.85
华侨中学,西樵山,位于,1.0
冯景禧,南海中学,创建修建,0.9
人民解放军,南京,发生于,0.95
人民解放军,北京,活动于,0.85
长城,北京,位于,0.85
黄梓林,官窑镇,活动于,0.9
黄梓林,光绪二十七年,活动于,0.85
潘新安,璜玑,活动于,0.85
潘新安,上东敬老院,关联人物,0.85
马万祺,旅港南海九江同乡会,同族,0.8
张云峰,旅港南海九江商会,同族,0.9
潘新安,潘南典纪念学校,创建修建,0.95
潘新安,璜玑,创建修建,0.95
潘新安,侣鹤亭,创建修建,0.95
侣鹤亭,璜玑,位于,0.85
旅港南海九江同乡会,李玉江,关联人物,0.9
朱九江先生纪念堂,九江同乡会,承载文化,0.85
朱九江先生纪念堂,九江同乡会,创建修建,0.85
陈子敬,九江同乡会,关联人物,0.9
吴万全,九江同乡会,关联人物,0.9
黄汉文,九江同乡会,关联人物,0.9
李霜筠,华侨中学,活动于,0.9
洗玉清,岭南大学,活动于,0.85
洗玉清,碧琅馆,活动于,0.9
钟荣光,岭南大学,创建修建,0.85
钟荣光,洗玉清,关联人物,0.8
洗玉清,碧琅馆,关联人物,0.9
况玉清,高奇峰,关联人物,0.85
况玉清,容庚,关联人物,0.85
况玉清,杨寿昌,关联人物,0.95
康有为,韶关,活动于,0.8
康有为,坪石,活动于,0.8
康有为,重庆,活动于,0.75
康有为,成都,活动于,0.75
康有为,琅开馆,承载文化,0.9
洗玉清,琅开馆,著有,0.85
洗玉清,黄晦闻,同族,0.85
况玉清,岭南大学,活动于,0.85
洗玉清,陈三立,著有,0.9
洗玉清,柳亚子,关联人物,0.9
洗玉清,斑昭,同族,0.8
洗玉清,李清照,同族,0.8
罗振玉,王国维,同类,0.9
罗振玉,王国维,活动于,0.85
洗氏,陶宗仪《辍耕录》,记载于,0.85
洗玉清,《粤海关志》,记载于,0.8
洗玉清,《粤返》,著有,0.9
招子庸,《粤返》,著有,0.85
洗玉清,招子庸,关联人物,0.9
招子庸,《粤讴》,承载文化,0.8
洗玉清,赵松雪,关联人物,0.8
洗玉清,广东女子艺文考,著有,0.9
洗玉清,广东文献丛谈,著有,0.9
胡汉民,黄埔军校,活动于,0.9
吴天任,罗定县,活动于,0.85
南海县立第一初级中学,祖庙,位于,0.85
黄友棣,中山公园,活动于,0.9
黄友棣,精武会,活动于,0.9
黄友棣,佛山城区,活动于,0.85
胡香蝶,广东省木偶艺术剧团,关联人物,0.9
胡香蝶,广东省木偶艺术剧团,活动于,0.95
广东省木偶艺术剧团,《三打白骨精》,承载文化,0.85
广东省木偶艺术剧团,《张羽煮海》,承载文化,0.85
胡香蝶,广东省木偶艺术剧团,属于时期,0.8
佛山公园,佛山,位于,0.9
育婴堂,佛山,位于,0.8
赵佗墓,佛山,属于时期,0.9
君臣冢,佛山,属于时期,0.9
大佛寺,佛山,属于时期,0.9
谭标,佛山镇,活动于,0.85
文灿,简村堡,同族,0.85
杨裕芬,捕属,属于时期,0.85
捕属,西江,承载文化,0.8
佛山堡,佛山镇,属于时期,0.85
佛山堡,佛山书院,位于,0.9
黄士平,佛山镇,活动于,0.85
曹镇涛,儒林乡,活动于,0.9
儒林书院,儒林乡,承载文化,0.8
儒林书院,儒林乡,位于,1.0
儒林书院,《南海县志》,记载于,1.0
文澜书院,儒林乡,承载文化,0.8
文澜书院,儒林乡,位于,1.0
文澜书院,《南海县志》,记载于,1.0
桐乡书院,儒林乡,承载文化,0.8
桐乡书院,儒林乡,位于,1.0
桐乡书院,《南海县志》,记载于,1.0
良村社学,儒林乡,承载文化,0.8
良村社学,儒林乡,位于,1.0
良村社学,《南海县志》,记载于,1.0
溪南社学,儒林乡,承载文化,0.8
溪南社学,儒林乡,位于,1.0
溪南社学,《南海县志》,记载于,1.0
龙涌社学,儒林乡,承载文化,0.8
龙涌社学,儒林乡,位于,1.0
龙涌社学,《南海县志》,记载于,1.0
洲水社学,儒林乡,承载文化,0.8
洲水社学,儒林乡,位于,1.0
洲水社学,《南海县志》,记载于,1.0
《南海县志》,儒林乡,记载于,1.0
社学,《南海县志》,记载于,0.85
黎春曦,九江,著有,0.85
黎春曦,九江,活动于,0.9
方献夫,儒林乡,关联人物,0.8
正觉寺,儒林乡,位于,0.85
何学辉,南海县,活动于,0.85
佛山镇,南海县,属于时期,0.9
石湾,佛山镇,属于时期,0.85
西樵,佛山镇,属于时期,0.85
谭平山,梁复燃,关联人物,0.95
梁复燃,南海县,活动于,0.85
梁桂华,梁复燃,关联人物,0.95
钱维方,梁复燃,关联人物,0.95
陈道周,佛山市,活动于,0.85
周侠生,佛山市,活动于,0.85
马蹄,官窑,盛产,0.85
莲藕,官窑,盛产,0.85
芋头,官窑,盛产,0.85
张云峰,佛山,活动于,0.85
大魁堂,佛山,承载文化,0.85
张云峰,大魁堂,关联人物,0.9
显纲村,大魁堂,关联人物,0.9
谢伦,铁村,出生于,1.0
谢伦,铁村,活动于,0.9
周侠生,铁村,活动于,0.85
谢伦,梁复燃,关联人物,0.85
谢伦,周侠生,关联人物,0.85
龚明,南海中学,活动于,0.95
龚明,南海县,属于时期,0.95
欧阳山,龚明,同族,0.85
许介,欧阳山,同族,0.8
许介,草明,同族,0.8
许介,欧阳山,活动于,0.85
许介,草明,活动于,0.85
欧阳山,草明,同族,0.8
根年,张松年,关联人物,0.9
松年,根年,关联人物,1.0
松年,根年,活动于,0.9
四会,北江,活动于,0.9
四会,韶关,活动于,0.85
麦永坚,西樵区,出生于,0.95
麦永坚,广雅中学,活动于,0.85
麦永坚,中国共产党,传承于,0.95
吴功谦,南海明伦堂,活动于,0.8
明伦堂,县志,记载于,0.9
明伦堂,学宫,位于,0.85
明伦堂,大成殿,承载文化,0.8
南海中学,学宫,属于时期,0.9
大成殿,学宫,位于,0.95
学宫,南海中学,承载文化,0.85
南海县令,南海县,活动于,0.85
南海县,东官郡,属于时期,0.9
南海县,绥建郡,属于时期,0.9
佛山忠义乡志,佛山镇,记载于,0.95
佛山镇,九江厅,活动于,0.85
辛亥革命,佛山忠义乡志,记载于,0.9
佛山忠义乡志,南海县,属于时期,0.85
山陕会馆,佛山忠义乡志,记载于,0.8
庆云寺,九江,位于,0.9
朱次琦,《朱九江先生年谱》,著有,0.85
康有为,越华书院,活动于,0.85
康有为,陈莲史,关联人物,0.9
康有为,山西,活动于,0.85
康有为,山西,属于时期,0.75
襄陵,山西,属于时期,0.75
襄陵,太平军,承载文化,0.85
康有为,简朝亮,关联人物,0.9
康有为,梁耀枢,关联人物,0.9
康有为,黄鲁逸,关联人物,0.9
朱九江,《朱氏传芳集》,著有,1.0
康有为,康广仁,同族,0.8
康有为,康广仁,关联人物,0.85
康有为,瀛台,活动于,0.75
袁世凯,荣禄,同族,0.8
袁世凯,慈禧,同族,0.8
慈禧,瀛台,活动于,0.75
康有为,徐良,关联人物,0.8
康有为,溥仪,关联人物,0.85
潘伯,康有为,活动于,0.85
胡辉,大沥,活动于,0.8
南溪和念三公祠,大镇,属于时期,0.85
大镇,大沥,属于时期,0.9
石围塘,大沥,位于,0.85
大沥圩,大沥,位于,0.85
显岗,大沥,位于,0.85
大沥,打砂,承载文化,0.85
陈金,大沥,活动于,0.85
侯成带,佛山,活动于,0.9
麦佩金,大沥,活动于,0.85
欧阳全,大沥,活动于,0.85
何泰蛟,大沥,活动于,0.85
侯成带,佛山,属于时期,0.9
麦佩金,大沥,关联人物,0.85
欧阳全,大沥,关联人物,0.85
何泰蛟,大沥,关联人物,0.85
程跃群,仲恺农工学校,关联人物,0.85
程跃群,执信女中,关联人物,0.85
郭沫若,云瀛书院,活动于,0.9
大范杀人坑,大范,位于,0.85
大范杀人坑,大范,承载文化,0.8
大范,大沥公社,属于时期,0.9
大范杀人坑,生菜会,承载文化,0.75
生菜会,官密,发生于,0.9
丁财炮,生菜会,承载文化,0.9
生菜会,十番音乐,承载文化,0.9
生菜会,醒狮,承载文化,0.9
官密生菜会,官窑,承载文化,0.8
生菜包,生菜会,承载文化,0.85
生菜会,官窑,发生于,0.9
紫洞艇,生菜会,承载文化,0.9
象林寺,山日寺,关联人物,0.8
象林寺,象林宝塔,承载文化,0.9
象林宝塔,象林寺,位于,0.8
象林宝塔,象林寺,属于时期,0.85
千手千眼观音,象林宝塔,承载文化,0.85
清泉大师,山日禅寺,活动于,0.85
循因大师,山日禅寺,活动于,0.85
洞云堂,紫洞,位于,0.9
华光庙,紫洞,位于,0.9
罗格围,珠江三角洲,位于,0.9
紫洞圩,紫洞,属于时期,0.85
紫洞,珠江三角洲,属于时期,0.9
紫洞,棉花街,属于时期,0.85
紫洞,打锡街,属于时期,0.85
紫洞,布行街,属于时期,0.85
紫洞,茶行街,属于时期,0.85
紫洞,紫洞圩,盛产,0.9
紫洞圩,紫洞,位于,0.85
树本善堂,光绪十四年,始建于,0.95
树本善堂,光绪十四年,属于时期,0.85
树本善堂,何德成堂,关联人物,0.85
树本善堂,何静安堂,关联人物,0.85
佛山市立美术学院,高剑父,创建修建,0.9
佛山市立美术学院,黄少强,关联人物,0.85
佛山市立美术学院,赵少昂,关联人物,0.85
佛山市立美术学院,何漆园,关联人物,0.85
南师,清虚之府,位于,0.9
南师,抱一草堂,位于,0.9
南师,太乙楼,位于,0.9
抱一草堂,清虚之府,同类,0.9
太乙楼,清虚之府,同类,0.9
南声音乐社,九江中学,承载文化,0.9
南声音乐社,九江中学,活动于,0.9
简村,西樵,位于,0.8
民乐林村,西樵,位于,0.7
孙中山,民乐,活动于,0.9
廖仲凯,民乐,活动于,0.9
复兴,民乐,位于,0.85
裕昌盛,民乐,位于,0.85
顺成,民乐,位于,0.85
黄君璧,黄慕韩,关联人物,0.85
黄君璧,培正中学,活动于,0.95
黄君璧,广州市立美术专科学校,活动于,0.95
徐悲鸿,黄君璧,活动于,0.9
徐悲鸿,黄君璧,同族,0.8
徐悲鸿,黄君璧,同类,0.85
黄君璧,徐悲鸿,关联人物,0.9
黄君璧,张大于,同族,0.75
张大千,黄君璧,同族,0.8
石景宜,南海县图书馆,活动于,0.8
石景宜,旅港南海商会,关联人物,0.85
关享时,九江,出生于,0.95
关享时,九江,活动于,0.85
旅港南海商会,九江,属于时期,0.95
旅港南海商会,九江,盛产,0.85
李右泉,旅港南海商会,关联人物,0.95
关享时,旅港南海商会,关联人物,0.95
旅港南海商会,关享时,同族,0.95
关先生,旅港南海商会,关联人物,0.9
李宝祥,南海县,活动于,0.85
南海中学,西樵山,位于,0.9
旅港南海商会,南海县,关联人物,0.85
关先生,南海龙舟队,关联人物,0.85
关先生,南海龙舟队,活动于,0.8
南海龙舟队,佛山粤剧团,盛产,0.75
关先生,佛山市,活动于,0.9
关先生,南海县,活动于,0.9
朱祖绳,中山公园,活动于,0.85
义勇军进行曲,南一中,著有,0.9
义勇军进行曲,黄友棣,关联人物,0.85
黄友棣,南一中,活动于,0.95
黄宗朝,华英中学,活动于,0.85
黄佐朝,华英中学,活动于,0.85
黄恩澧,华英中学,活动于,0.85
黄友棣,华英中学,活动于,0.9
佛山镇,西樵镇,同族,0.7
佛山中山公园,佛山镇,位于,0.8
佛山体育场,佛山大戏院,活动于,0.85
鸿胜武馆,佛山大戏院,活动于,0.85
中山桥,佛山大戏院,活动于,0.85
罗汝窝,广东省,活动于,0.85
何灼强,邵而,传承于,0.85
全国龙舟赛,广东省,承载文化,0.9
太极拳,佛山精武体育会,承载文化,0.95
三山,平洲三山乡,属于时期,0.85
生菜会,官窑,承载文化,0.9
生菜会,大沥,承载文化,0.9
舞狮,生菜会,承载文化,0.9
演戏,生菜会,承载文化,0.9
邵汉生,三山武术队,关联人物,0.9
邵坤,三山武术队,关联人物,0.9
邓炽棠,洪拳,承载文化,0.85
邓炽棠,虎鹤双形拳,承载文化,0.9
邓炽棠,伏虎拳,承载文化,0.85
和顺镇,狮子武术,承载文化,0.85
和顺镇,狮子武术,盛产,0.9
狮子武术,和顺镇,传承于,0.8
邵汉生,三山广育小学,创建修建,0.9
邵汉生,三山广育小学,活动于,0.85
三山广育小学,三山,位于,0.9
武术,三山,承载文化,0.8
武术,三山广育小学,承载文化,0.85
武术,邵汉生,传承于,0.85
林世荣,平洲,出生于,0.9
三山武术队,平洲,活动于,0.85
三山武术队,三山,活动于,0.9
吴日升,咸丰四年,发生于,0.9
吴日升,大圃堡,活动于,0.85
吴日升,大沥四堡,活动于,0.85
大圃堡,大沥四堡,同类,0.8
吴日升,翘秀书院,活动于,0.9
吴日升,翘秀书院,关联人物,0.9
吴日升,探花,承载文化,0.85
吴日升,翰林院庶吉士,承载文化,0.85
吴日升,兴贤,活动于,0.8
吴日升,松岗,活动于,0.8
吴日升,团练,承载文化,0.9
团练,松岗,传承于,0.75
家谱,江孔殷,记载于,0.9
吴日升,光绪,活动于,0.85
麦氏,罗氏,同族,0.8
梁氏,麦氏,关联人物,0.9
潘氏,麦氏,关联人物,0.9
张氏,麦氏,关联人物,0.9
罗氏,麦氏,同族,0.85
陈恭受,张槎,活动于,0.9
水口大闸,里水镇,位于,1.0
水口大闸,里水镇,承载文化,0.85
吴勤,南浦村,活动于,0.85
吴勤,南浦村,出生于,0.85
钱维方,南浦村,活动于,0.85
梁复燃,南浦村,活动于,0.85
梁桂华,南浦村,活动于,0.85
梁复燃,吴勤,关联人物,0.9
钱维方,吴勤,关联人物,0.9
梁桂华,吴勤,关联人物,0.9
张霭泉,大沥,活动于,0.85
福军,显纲村,活动于,0.85
陈道周,南海县委,属于时期,0.9
张写泉,南海县委,属于时期,0.9
李宝祥,大沥圩,位于,0.85
陈凤江,大沥圩,位于,0.85
石门中学,里水圩,位于,0.85
同声社学,石门中学,承载文化,0.85
广州,中山大学,活动于,0.9
白沙小学,南海县,位于,0.8
邓重行,大榄乡奎光小学,活动于,0.9
梁叶祥,麻奢村,活动于,0.85
梁叶祥,小江村,活动于,0.9
梁叶祥,南海二区卫生所,创建修建,0.95
梁叶祥,南海二区卫生所,活动于,0.85
梁丹,南海中学,活动于,0.9
梁丹,广州市,活动于,0.9
梁丹,南海中学,著有,0.85
南海中学,广州市,位于,0.9
云泉仙馆,傅云若,关联人物,0.8
云泉仙馆,逍遥台,位于,0.9
云泉仙馆,帝亲殿,创建修建,0.9
云泉仙馆,李树恭,著有,0.85
云泉仙馆,李树恭,活动于,0.8
云泉仙馆,九江双蒸酒,承载文化,0.65
云泉仙馆,辛丑,始建于,0.85
云泉仙馆,珠江三角洲,位于,0.75
小云亭,云泉仙馆,位于,0.8
养云庐,云泉仙馆,位于,0.75
《南师学生》,《南海日报》,承载文化,0.95
《南师学生》,南海县立师范学校,著有,0.95
梁桑文,《南海日报》,关联人物,0.85
秋声馆,中山公园,位于,0.9
南海县民众教育馆,秋声馆,承载文化,0.9
秋声馆,中山公园,属于时期,0.9
秋声馆,中山公园,活动于,0.85
秋声馆,佛山,位于,0.9
佛山精武会,中山公园,活动于,0.85
南海龙舟,竹枝词,记载于,0.9
南海龙舟,中洲锣,关联人物,0.85
南海龙舟,西樵山顶划龙船,关联人物,0.8
云泉仙馆,西樵镇,位于,0.9
九江,西樵,活动于,0.8
南海龙舟队,南海龙舟,承载文化,0.9
南海龙舟,南海龙舟队,传承于,0.8
龙舟邀请赛,九江,发生于,0.85
郭沫若,官山云瀛书院,活动于,0.95
云瀛书院,官山圩,位于,0.9
梁桃生,官山圩,活动于,0.8
张淑莲,官山圩,活动于,0.8
张妙灵,官山圩,活动于,0.8
黄惠芹,官山圩,活动于,0.8
麦瑞芳,官山圩,活动于,0.8
梁桃生,云瀛书院,关联人物,0.85
张淑莲,云瀛书院,关联人物,0.85
张妙灵,云瀛书院,关联人物,0.85
黄惠芹,云瀛书院,关联人物,0.85
麦瑞芳,云瀛书院,关联人物,0.85
理教,南海,属于时期,0.85
理教,番禺,盛产,0.85
理教,顺德,盛产,0.85
罗钊,惠民医社,创建修建,0.85
康有为,黄遵宪,关联人物,0.9
诗界革命运动,宣统元年,发生于,0.8
黄遵宪,康有为,活动于,0.85
康有为,黄遵宪,同族,0.7
康有为,宣武门,活动于,0.85
康有为,戊戌政变,发生于,0.9
戊戌政变,光绪皇帝,发生于,0.9
戊戌政变,慈禧太后,发生于,0.85
康有为,长兴学舍,创建修建,0.9
万木草堂,长兴学舍,同类,0.8
万木草堂,《蓄德录》,承载文化,0.9
万木草堂,康有为,关联人物,0.8
《蓄德录》,万木草堂,承载文化,0.95
《蓄德录》,康有为,著有,0.9
徐勤,万木草堂,活动于,0.9
徐勤,万木草堂,关联人物,0.9
康有为,公车上书,记载于,1.0
梁启超,万木草堂,关联人物,0.8
陈千秋,《孔子改制考》,关联人物,0.8
梁启超,康有为,同族,0.85
谭嗣同,康有为,同族,0.85
《孔子改制考》,万木草堂,承载文化,0.85
康有为,戊戌政变,关联人物,0.85
康有为,《春秋董氏学》,著有,0.9
万木草堂,康有为,承载文化,0.85
康有为,庄子,著有,0.85
梁启超,戊戌变法,发生于,0.85
梁启超,《变法通议》,著有,0.9
康有为,《康有为政论集》,著有,0.8
康有为,《内外篇·仁智篇》,著有,1.0
康有为,《长兴学记》,著有,1.0
康有为,佛教,承载文化,0.9
康有为,中体西用派,关联人物,0.85
康有为,梁漱溟,关联人物,0.8
康有为,胡适,关联人物,0.8
康有为,《口说》,著有,0.9
康有为,《实理公法全书》,著有,0.95
康有为,中体西用派,发生于,0.85
康有为,《戊戌变法前后》,著有,0.7
老子,孔子,同类,0.8
康有为,老子,关联人物,0.85
康有为,《内外篇·人我篇》,著有,0.85
上清帝第一书,康有为,著有,0.9
公车上书,康有为,著有,0.9
康有为,《日本变政考》,著有,1.0
康有为,七树堂,活动于,0.85
康广仁,南海馆,活动于,0.9
康广仁,南海馆,创建修建,0.85
梁启超,南海馆,活动于,0.9
李卓峰,九江,出生于,0.95
李卓峰,穗城学校,创建修建,0.85
李卓峰,九江镇,出生于,0.95
李卓峰,九江镇,活动于,0.85
李卓峰,九江忠良山,活动于,0.9
李卓峰,九江忠良山,承载文化,0.8
詹天佑,南海县,出生于,0.95
陈启沅,南海县,出生于,0.95
何香凝,南海县,出生于,0.95
广州府,广东省,属于时期,0.95
金山古寺,西樵云澳,属于时期,0.8
金山古寺,西樵云澳,承载文化,0.8
西樵云澳,金山古寺,同类,0.8
官山大桥,官山圩,位于,0.95
西樵大桥,官山圩,位于,0.9
李右泉,香港,活动于,0.9
李右泉,石角围,活动于,0.85
李右泉,右泉小学,创建修建,0.9
李右泉,右泉小学,活动于,0.85
李右泉,李氏宗祠,创建修建,0.9
李右泉,李氏宗祠,同族,0.75
右泉小学,李氏宗祠,位于,0.9
李右泉,南海中学,创建修建,0.85
朱世畴,广州南海中学,关联人物,0.95
李宝祥,广州南海中学,关联人物,0.95
李宝祥,南海师范学校,创建修建,1.0
李右泉,右泉小学,同族,0.85
石景宜,西樵镇,出生于,0.95
石景宜,忠诚书店,创建修建,0.85
石景宜,南海县,活动于,0.9
石景宜,南海县,同族,0.8
玉楼书院,云泉仙馆,承载文化,0.8
石景宜,儒溪乡,出生于,0.95
石景宜,石家大宅,出生于,0.95
石景宜,石家大宅,活动于,0.85
石家大宅,儒溪乡,位于,0.9
石景宜,武威大道,关联人物,0.9
石国璋,国子监,活动于,0.85
石国璋,清末,属于时期,0.8
石国璋,武威大道,关联人物,0.9
武威大道,石景宜,承载文化,0.8
石景宜,武威大道,活动于,0.85
石家大宅,石景宜,关联人物,0.9
石岳云,石家大宅,关联人物,0.95
石岳云,石景宜,同族,0.95
石景宜,石家大宅,同族,0.8
石景宜,麻行街43号,活动于,0.95
石景宜,官山区,活动于,0.85
石景宜,儒溪乡,活动于,0.9
石景宜,官山镇,活动于,0.95
石景宜,石余氏,同族,0.95
石景宜,石余氏,关联人物,0.95
石余氏,西樵山,属于时期,0.85
石余氏,西樵山,活动于,0.85
石景宜,麻行街43号,出生于,0.85
石景宜,忠诚书店,活动于,0.95
容庚,忠诚书店,活动于,0.95
商承祚,忠诚书店,活动于,0.95
杜定友,忠诚书店,活动于,0.95
郭沫若,忠诚书店,活动于,0.95
石景宜,郭沫若,活动于,0.9
石景宜,郭沫若,著有,0.95
郭沫若,石景宜,活动于,0.9
石景宜,郭沫若,同族,0.75
陈嘉庚,石景宜,关联人物,0.9
陈嘉庚,石景宜,同族,0.85
石景宜,邓颖超,关联人物,0.9
石景宜,康有为,同族,0.9
石景宜,康有为,关联人物,0.85
石景宜,梁启超,同族,0.9
石景宜,梁启超,关联人物,0.85
石景宜,康有为故居,关联人物,0.85
周恩来,宋庆龄故居,创建修建,0.9
石景宜,西樵山,出生于,0.95
石景宜,西樵山,活动于,0.85
陈奇峰,南海,属于时期,0.95
陈奇峰,石景宜,同族,0.9
石景宜,关山月,关联人物,0.9
《中国当代书画选》,石景宜,著有,0.9
石景宜,《中国当代书画选》,关联人物,0.85
石景宜,《中国当代书画展》,著有,1.0
石景宜,陈癸淼,活动于,0.8
石景宜,南海县,属于时期,0.8
石景宜,南海县,著有,0.8
石景宜,南海县图书馆,关联人物,0.9
梁启超,西樵山,活动于,0.85
石景宜,佛山市,活动于,0.9
《南海丹青》,石景宜,著有,0.95
醒狮队,石景宜先生,关联人物,0.85
佛山市中医院,石景宜先生,活动于,0.9
祖居,西樵镇人民政府,承载文化,0.95
石景宜,西樵镇人民政府,活动于,0.85
石景宜,西樵镇人民政府,同族,0.7
石景宜,韶关大学,活动于,0.9
石景宜,韶关大学,关联人物,0.85
奉政公,《蚕桑谱》,著有,0.85
《蚕桑谱》,奉政公,关联人物,0.85
陈君芷馨,《蚕桑谱》,著有,0.95
李长龄,官山,活动于,0.9
官山,顺德,盛产,0.85
官山,新会,盛产,0.8
龙山,葛岸,同类,0.85
蚕茧,生丝,记载于,0.85
蚕桑,鱼塘,盛产,0.85
鱼塘,蚕桑,承载文化,0.85
康有为,国民党,属于时期,0.8
康有为,岭南大学,记载于,0.7
梁佳,里水镇,出生于,0.95
梁佳,里水镇,活动于,0.85
李霜筠,南海中学,同族,0.75
谢日华,里水区,活动于,0.85
潘惠居,华侨中学,创建修建,0.85
何克勤,冯应辉,同族,0.8
何克勤,谭理贞,同族,0.8
何克勤,黄家聪,同族,0.8
何克勤,袁乃煊,同族,0.8
何克勤,邱金明,同族,0.8
何克勤,何凤云,同族,0.8
何克勤,陈镇荣,同族,0.8
何学辉,南海市,活动于,0.95
王光华,南海市,属于时期,0.85
陈德仁,大同堡,同族,0.95
陈德仁,大同堡,出生于,0.95
麦礼谦,南海市,属于时期,0.85
邝露,《婆侯戏韵效宫体寄侍御梁仲玉》,著有,0.95
邝露,大镇村,出生于,0.95
邝露,大镇村,活动于,0.95
邝露,《赤雅》,著有,0.95
邝露,大沥,同族,0.8
粤讴,《粤讴》,承载文化,0.85
招子庸,《中国俗文学史》,记载于,0.85
招子庸,叶春生,关联人物,0.8
招子庸,《解心事》,著有,0.85
《粤返》,《解心事》,承载文化,0.9
招子庸,《粤讴》,著有,0.9
黄遵宪,《中国俗文学史》,著有,0.9
招子庸,粤讴,著有,0.9
粤讴,招子庸,承载文化,0.85
黄鲁逸,《粤讴》,传承于,0.85
陈卓莹,《闯王进京》,著有,0.95
陈卓莹,《红娘子》,著有,0.95
陈卓莹,《笑面虎》,著有,0.95
陈卓莹,《选女婿》,著有,0.95
陈卓莹,《红楼二尤》,著有,0.95
刘凤翔,后村《族谱》,记载于,0.9
刘凤翔,乌茶围,同族,0.8
陈嵩澧,乌茶围,创建修建,0.9
后村《族谱》,刘凤翔,记载于,1.0
刘凤翔,乌茶围,活动于,0.95
潘世兹,《三字经》,著有,0.9
大桐里,儒林乡,同族,0.7
大桐里,大桐堡,位于,0.9
大桐里,大同,属于时期,0.85
康有为,大同,活动于,0.8
康有为故居,青岛,位于,0.9
康有为墓地,西樵,位于,0.85
康有为,康有为墓地,活动于,0.85
康有为,延香堂,活动于,0.85
康有为墓地,康有为,承载文化,0.9
延香堂,康有为,关联人物,0.85
提督楼,南海,位于,0.9
提督楼,南海,属于时期,0.85
提督楼,康有为,活动于,0.9
提督楼,康有为,创建修建,0.85
康有为,万木堂,活动于,0.85
黄少强,官窑镇,出生于,0.9
黄少强,《可怜归去已无家》,著有,0.95
黄少强,《江头唤国魂》,著有,0.95
黄少强,《洪水图》,著有,0.95
黄少强,《洪水流民》,著有,0.95
黄少强,《淄羞凭血复神州》,著有,0.95
黄少强,《袜马砺兵祈战死》,著有,0.95
黄少强,《记得沙场旧阵容》,著有,0.95
《洪水流民》,黄少强,著有,0.9
黄少强,关山月,传承于,0.8
